trade_date,theoretical,execution_drag,execution_adjusted
2019-01-02,6.147540983606557e-05,0.0,6.147540983606557e-05
2019-01-03,6.147540983606557e-05,0.0,6.147540983606557e-05
2019-01-04,6.147540983606557e-05,0.0,6.147540983606557e-05
2019-01-07,-0.0001760245901639344,8.046344234640624e-05,-0.00025648803251034064
2019-01-08,0.0002962319825985704,0.0,0.0002962319825985704
2019-01-09,-0.0006368830911545841,0.0,-0.0006368830911545841
2019-01-10,0.0010366059053865718,0.0,0.0010366059053865718
2019-01-11,-0.00042335888711253044,0.0,-0.00042335888711253044
2019-01-14,-0.0001739418019128431,0.00025562034081066926,-0.0004295621427235123
2019-01-15,-0.0005455139467240299,8.979554255407577e-05,-0.0006353094892781056
2019-01-16,-0.00010918089820937796,8.026808339091788e-05,-0.00018944898160029583
2019-01-17,-0.0001745549325210538,8.98434863313916e-05,-0.00026439841885244546
2019-01-18,-0.00043848581544769023,8.02680833909015e-05,-0.0005187538988385917
2019-01-21,-0.00018614675316665411,8.929231717337468e-05,-0.00027543907034002877
2019-01-22,3.541040434884999e-05,8.039361231434846e-05,-4.498320796549846e-05
2019-01-23,-0.0007299929712598533,8.4681684935011e-05,-0.0008146746561948643
2019-01-24,0.0005234966594895147,0.0,0.0005234966594895147
2019-01-25,-9.181122234818715e-06,0.0,-9.181122234818715e-06
2019-01-28,-0.00012395790857618272,0.0,-0.00012395790857618272
2019-01-29,-0.00038430256940570677,8.437500000000381e-05,-0.00046867756940571054
2019-01-30,0.0009179861858626894,8.916983174061139e-05,0.000828816354122078
2019-01-31,-0.0004912592133065563,8.070142939096179e-05,-0.0005719606426975181
2019-02-01,0.0008996387912304479,0.0,0.0008996387912304479
2019-02-11,-0.0015605476934562055,8.857553528949266e-05,-0.0016491232287456983
2019-02-12,9.644950036148723e-05,0.0,9.644950036148723e-05
2019-02-13,2.8122129326473683e-05,8.811633356572305e-05,-5.9994204239249355e-05
2019-02-14,3.322679737623184e-05,0.0,3.322679737623184e-05
2019-02-15,0.0008830683022164749,0.0,0.0008830683022164749
2019-02-18,-0.0011899859362331094,0.0,-0.0011899859362331094
2019-02-19,-0.0003807319938357711,8.329333915067365e-05,-0.0004640253329864448
2019-02-20,0.00015546728769306222,0.0,0.00015546728769306222
2019-02-21,5.523524251772088e-05,0.0,5.523524251772088e-05
2019-02-22,0.0006844093495741503,0.0,0.0006844093495741503
2019-02-25,0.00280805406792912,0.00016041710855739115,0.002647636959371729
2019-02-26,-0.007915417683564328,0.0,-0.007915417683564328
2019-02-27,-0.001918513207822467,0.0,-0.001918513207822467
2019-02-28,0.0013216687343082483,0.0,0.0013216687343082483
2019-03-01,0.00043409992610973487,0.0,0.00043409992610973487
2019-03-04,-0.001172073100326326,0.000160423066861285,-0.001332496167187611
2019-03-05,-2.1273556077026288e-05,8.182941822746182e-05,-0.0001031029743044881
2019-03-06,-0.0011440300125917355,0.00016811529155484004,-0.0013121453041465754
2019-03-07,-0.0001760245901639344,8.664292871452057e-05,-0.0002626675188784549
2019-03-08,0.0006142288141268009,0.0,0.0006142288141268009
2019-03-11,-0.000857523229334536,8.722472657408924e-05,-0.0009447479559086252
2019-03-12,6.147540983606557e-05,0.0,6.147540983606557e-05
2019-03-13,-0.0006510245901639344,0.00024727891753252367,-0.000898303507696458
2019-03-14,-0.00036505318539098056,0.00016934292548824128,-0.000534396110879222
2019-03-15,-0.0001024961776691475,8.681358381502254e-05,-0.00018930976148417007
2019-03-18,0.0014434510611299133,0.00015949406495384432,0.0012839569961760689
2019-03-19,-0.0011212877345669425,7.78617833583012e-05,-0.0011991495179252435
2019-03-20,0.0002308957365419003,0.0,0.0002308957365419003
2019-03-21,-0.0006208518326357335,8.18048302872466e-05,-0.0007026566629229801
2019-03-22,0.0011777654433563793,8.175931466928126e-05,0.001096006128687098
2019-03-25,-0.000824487221647635,0.0001692674203442926,-0.0009937546419919274
2019-03-26,-0.00040788597498031786,0.0,-0.00040788597498031786
2019-03-27,0.0007440970199181472,0.0,0.0007440970199181472
2019-03-28,0.00016764419256206953,0.0,0.00016764419256206953
2019-03-29,0.00037980208105761504,0.0,0.00037980208105761504
2019-04-01,0.0002950586091537691,7.742152271935469e-05,0.0002176370864344144
2019-04-02,-0.0001760245901639344,7.745079699302333e-05,-0.0002534753871569577
2019-04-03,0.0004494027750343664,0.0,0.0004494027750343664
2019-04-04,0.00043683512235333043,0.00016289153490684624,0.00027394358744648427
2019-04-08,-0.0006600263630547812,7.736950075846633e-05,-0.0007373958638132476
2019-04-09,0.001066140816906505,0.0,0.001066140816906505
2019-04-10,0.00036768080526072545,0.0,0.00036768080526072545
2019-04-11,0.0010245855413283087,8.120950660352984e-05,0.0009433760347247789
2019-04-12,0.00027230941028069314,0.0,0.00027230941028069314
2019-04-15,-0.001835714941463396,0.00016722238394158075,-0.0020029373254049766
2019-04-16,0.0006460189632051519,8.096597849988681e-05,0.0005650529847052652
2019-04-17,-0.001436884023030014,8.100310003429061e-05,-0.0015178871230643043
2019-04-18,0.0008670026525929829,0.0,0.0008670026525929829
2019-04-19,0.0007070524366596933,8.085595128567137e-05,0.000626196485374022
2019-04-22,-0.0007471410971577506,8.118719217950084e-05,-0.0008283282893372516
2019-04-23,-0.0004706757873024777,8.548472119950793e-05,-0.0005561605085019857
2019-04-24,0.00041341256227731747,0.0,0.00041341256227731747
2019-04-25,0.001314174503603029,0.0,0.001314174503603029
2019-04-26,0.0005082100784368014,0.0,0.0005082100784368014
2019-04-29,5.56263850307972e-05,8.152204454889772e-05,-2.5895659518100568e-05
2019-04-30,-0.0013945293843941066,0.0,-0.0013945293843941066
2019-05-06,0.00043682438367134897,0.00016898472390754665,0.0002678396597638023
2019-05-07,-0.0010257547384441299,8.654359430601662e-05,-0.0011122983327501463
2019-05-08,0.0005553683838152761,8.239554336555962e-05,0.00047297284044971644
2019-05-09,0.0026386750967142057,0.0,0.0026386750967142057
2019-05-10,-0.0020056164010615525,8.670332136448601e-05,-0.0020923197224260387
2019-05-13,-0.0008663839183122425,0.0,-0.0008663839183122425
2019-05-14,0.0017324845926415687,0.0,0.0017324845926415687
2019-05-15,-0.0005248755090937875,0.0,-0.0005248755090937875
2019-05-16,0.0008658920447141731,8.680445222792974e-05,0.0007790875924862434
2019-05-17,0.0018546067639433257,0.0,0.0018546067639433257
2019-05-20,-0.001549978338050159,0.0,-0.001549978338050159
2019-05-21,-0.0001859374731506073,0.0,-0.0001859374731506073
2019-05-22,0.001925058686179279,0.0,0.001925058686179279
2019-05-23,0.001956287468727827,0.0,0.001956287468727827
2019-05-24,0.00013729374162037864,0.0,0.00013729374162037864
2019-05-27,-0.00019145914509073033,0.0,-0.00019145914509073033
2019-05-28,-0.0016710626809161937,0.0,-0.0016710626809161937
2019-05-29,0.0018560472987086602,0.0,0.0018560472987086602
2019-05-30,0.0027513388053788585,0.0,0.0027513388053788585
2019-05-31,-0.00010249699792009545,0.0,-0.00010249699792009545
2019-06-03,0.0016080090446977864,0.0,0.0016080090446977864
2019-06-04,0.0004292300618585683,0.0,0.0004292300618585683
2019-06-05,-0.000547886746302581,0.0,-0.000547886746302581
2019-06-06,0.0002706055917889224,0.0,0.0002706055917889224
2019-06-10,0.0003953402890550158,0.0,0.0003953402890550158
2019-06-11,0.002235678737415972,0.0,0.002235678737415972
2019-06-12,6.351268067524577e-05,0.0,6.351268067524577e-05
2019-06-13,5.0943142616269505e-05,0.0,5.0943142616269505e-05
2019-06-14,0.0016745553681369514,0.0,0.0016745553681369514
