scenario,ann_return,ann_vol,sharpe,max_dd,win_rate,n_trades,avg_hold_days,exposure,execution_drag_ann
track0_theoretical,0.05558140586236204,0.01832244772422669,1.9419570134897886,-0.035459504386293084,0.6014823261117446,36,48.72222222222222,0.9722838137472284,
trackA_execution_adjusted,0.045800956647441105,0.018505383747257808,1.3942405626289365,-0.03736715190834505,0.5838084378563284,36,48.72222222222222,0.9722838137472284,0.009780449214920939
